current_speed,speed_limit,weather_code,visibility_km,road_type,hour_of_day,violation,recommended_speed
90.2,60,3,2.1,3,10,1,40
95.7,100,1,7.7,1,20,0,100
119.7,120,1,7.5,0,22,0,120
80.6,60,0,9.1,3,18,1,60
76.3,100,0,9.8,1,20,0,100
9.1,30,1,8.2,4,19,0,30
107.3,60,3,3.8,3,6,1,40
109.5,100,4,3.0,1,4,1,85
71.6,100,0,10.6,1,1,0,100
62.7,80,1,7.9,2,18,0,80
94.4,120,4,2.4,0,23,0,105
108.8,120,1,8.7,0,2,0,120
97.9,100,3,2.9,1,14,1,80
52.9,60,0,10.6,3,6,0,60
112.8,80,5,4.0,2,4,1,55
130.4,120,3,2.8,0,22,1,100
108.9,60,5,4.1,3,9,1,35
97.1,80,2,5.4,2,8,1,70
55.3,80,1,8.5,2,22,0,80
70.7,100,5,3.7,1,13,0,75
86.2,60,0,10.1,3,21,1,60
9.5,30,0,10.8,4,12,0,30
147.4,120,2,6.0,0,0,1,110
74.1,100,3,2.5,1,15,0,80
113.1,100,4,1.4,1,19,1,85
94.0,100,0,10.4,1,7,0,100
74.6,80,3,2.8,2,16,1,60
104.4,60,2,4.0,3,5,1,50
15.9,30,0,9.7,4,1,0,30
141.3,100,1,8.6,1,12,1,100
60.1,80,0,10.6,2,7,0,80
84.5,60,0,10.0,3,8,1,60
57.1,80,5,3.9,2,12,1,55
66.7,80,2,5.2,2,17,0,70
111.9,100,2,4.4,1,17,1,90
121.1,80,5,4.1,2,8,1,55
87.1,80,1,7.0,2,1,1,80
59.0,60,3,3.0,3,3,1,40
39.7,60,1,7.7,3,17,0,60
146.1,120,4,2.3,0,16,1,105
92.5,120,0,10.3,0,11,0,120
27.9,30,5,3.8,4,15,1,20
111.9,80,0,9.0,2,12,1,80
21.2,30,0,9.5,4,10,0,30
97.6,120,3,3.3,0,13,0,100
74.6,80,1,7.1,2,9,0,80
112.2,80,2,4.2,2,22,1,70
5.0,30,1,8.3,4,20,0,30
107.4,120,2,5.5,0,18,0,110
97.9,100,0,9.6,1,23,0,100
53.2,80,0,10.0,2,20,0,80
29.8,30,0,10.9,4,16,0,30
8.2,30,1,8.9,4,8,0,30
5.5,30,0,9.6,4,13,0,30
53.4,30,1,8.6,4,4,1,30
101.9,120,1,8.2,0,2,0,120
117.9,120,0,11.0,0,21,0,120
134.0,120,1,8.0,0,7,1,120
73.9,100,4,2.5,1,17,0,85
80.9,60,0,10.5,3,2,1,60
63.5,30,1,8.0,4,22,1,30
116.6,100,2,5.6,1,1,1,90
36.1,60,1,7.5,3,10,0,60
7.3,30,2,4.2,4,4,0,20
73.6,80,1,7.9,2,6,0,80
103.9,120,1,8.9,0,13,0,120
71.8,80,0,10.0,2,18,0,80
127.6,80,2,5.3,2,1,1,70
96.7,60,2,5.2,3,8,1,50
128.6,80,0,9.3,2,9,1,80
95.2,120,1,7.8,0,18,0,120
13.7,30,5,4.4,4,16,1,20
90.5,80,1,8.9,2,6,1,80
105.9,80,1,7.3,2,17,1,80
22.6,30,4,1.8,4,5,1,20
80.8,100,2,4.2,1,8,0,90
99.9,100,1,7.5,1,7,0,100
35.9,60,3,2.8,3,21,0,40
91.7,100,4,2.1,1,21,1,85
34.0,60,1,7.5,3,23,0,60
99.9,100,1,7.5,1,8,0,100
111.4,120,1,8.6,0,23,0,120
62.9,80,5,4.9,2,0,1,55
134.2,100,2,4.6,1,1,1,90
45.8,60,0,10.4,3,21,0,60
47.9,60,4,1.5,3,23,1,45
22.8,30,1,8.9,4,3,0,30
37.5,60,0,10.3,3,19,0,60
89.5,100,1,8.6,1,17,0,100
41.1,60,1,7.1,3,9,0,60
37.2,60,4,2.2,3,0,0,45
56.8,60,0,10.1,3,9,0,60
52.2,60,3,2.6,3,8,1,40
44.4,60,1,7.5,3,22,0,60
62.7,80,0,10.2,2,12,0,80
56.4,60,5,4.4,3,14,1,35
133.8,100,1,7.1,1,17,1,100
87.6,100,0,10.1,1,12,0,100
42.3,60,1,7.3,3,4,0,60
98.2,100,4,1.3,1,1,1,85
115.9,120,0,10.2,0,6,0,120
96.7,120,0,9.6,0,8,0,120
84.4,60,0,9.9,3,18,1,60
64.1,80,0,9.7,2,13,0,80
96.4,60,3,3.3,3,16,1,40
69.1,80,1,7.9,2,19,0,80
109.5,80,0,10.9,2,19,1,80
54.9,80,0,9.7,2,10,0,80
50.6,60,0,10.5,3,21,0,60
53.3,80,5,3.5,2,4,0,55
68.9,30,0,10.0,4,11,1,30
40.4,30,5,4.1,4,20,1,20
77.4,60,1,7.7,3,8,1,60
5.0,30,0,9.9,4,16,0,30
94.0,80,4,1.6,2,7,1,65
75.3,80,1,7.0,2,23,0,80
109.4,60,2,4.4,3,7,1,50
36.5,60,5,4.4,3,11,1,35
58.4,30,0,10.5,4,18,1,30
35.6,60,0,9.6,3,9,0,60
73.7,30,2,4.8,4,23,1,20
146.2,100,0,9.1,1,1,1,100
89.0,60,0,9.5,3,23,1,60
85.1,60,0,10.6,3,7,1,60
83.9,60,0,10.2,3,13,1,60
86.2,100,3,2.4,1,18,1,80
103.9,60,0,9.5,3,3,1,60
79.1,30,1,8.6,4,8,1,30
83.2,100,2,4.4,1,12,0,90
68.9,60,1,7.7,3,8,1,60
74.0,80,0,10.3,2,12,0,80
5.0,30,3,3.1,4,15,0,20
64.9,80,0,9.9,2,21,0,80
95.5,100,3,3.8,1,0,1,80
69.2,80,4,1.4,2,7,1,65
51.9,60,1,8.5,3,8,0,60
144.9,120,1,7.3,0,23,1,120
50.1,60,1,8.2,3,12,0,60
23.1,30,1,8.7,4,16,0,30
37.5,30,4,1.9,4,21,1,20
104.7,120,4,2.4,0,8,0,105
14.6,30,0,10.6,4,6,0,30
44.0,60,2,4.3,3,22,0,50
79.5,100,4,2.4,1,19,0,85
113.1,120,5,4.8,0,22,1,95
144.3,100,1,8.2,1,9,1,100
90.2,60,1,7.4,3,20,1,60
96.0,120,0,9.3,0,4,0,120
135.9,100,5,3.5,1,16,1,75
39.0,60,0,9.2,3,1,0,60
43.1,60,1,8.0,3,8,0,60
49.5,60,0,9.1,3,1,0,60
100.8,60,0,9.4,3,9,1,60
155.6,120,1,7.9,0,11,1,120
30.0,30,5,3.9,4,1,1,20
127.3,100,0,10.1,1,14,1,100
84.2,60,1,8.4,3,2,1,60
38.1,60,0,9.1,3,1,0,60
117.7,100,0,9.2,1,6,1,100
12.3,30,1,7.1,4,8,0,30
60.8,80,1,7.8,2,10,0,80
147.5,120,0,9.1,0,21,1,120
24.4,30,0,10.5,4,15,0,30
34.7,60,0,9.4,3,6,0,60
47.6,60,0,10.9,3,12,0,60
125.5,80,5,4.0,2,2,1,55
53.7,60,5,3.9,3,10,1,35
118.8,120,0,10.6,0,2,0,120
72.7,100,1,8.4,1,14,0,100
56.2,80,4,2.2,2,7,0,65
96.8,120,0,10.9,0,6,0,120
75.4,60,3,2.8,3,4,1,40
79.6,80,5,4.6,2,5,1,55
80.3,100,0,9.8,1,18,0,100
103.3,120,0,10.7,0,2,0,120
34.3,60,5,3.5,3,10,0,35
41.6,60,1,7.6,3,5,0,60
116.2,80,0,10.4,2,23,1,80
39.2,60,0,9.4,3,20,0,60
140.0,100,1,7.5,1,13,1,100
33.2,60,2,4.6,3,16,0,50
146.8,120,2,5.4,0,2,1,110
105.4,80,5,4.8,2,23,1,55
35.9,60,0,10.3,3,3,0,60
61.9,30,1,8.7,4,8,1,30
64.5,80,1,8.1,2,12,0,80
49.3,60,1,7.1,3,5,0,60
57.7,60,0,9.2,3,9,0,60
17.5,30,5,4.1,4,19,1,20
66.8,80,4,1.7,2,19,1,65
94.8,100,1,7.4,1,20,0,100
52.6,30,2,4.9,4,12,1,20
168.8,120,0,10.3,0,22,1,120
119.7,120,1,7.8,0,13,0,120
96.6,120,2,5.6,0,11,0,110
91.0,60,1,8.5,3,22,1,60
102.6,120,5,4.5,0,12,1,95
65.0,30,2,6.0,4,9,1,20
63.8,80,1,7.6,2,6,0,80
92.7,120,3,3.3,0,4,0,100
98.0,80,0,10.7,2,11,1,80
98.3,100,1,8.2,1,1,0,100
59.3,60,0,10.6,3,7,0,60
59.9,60,1,7.8,3,7,0,60
122.5,80,3,3.2,2,18,1,60
128.7,120,1,7.1,0,4,1,120
58.5,60,3,4.0,3,7,1,40
45.2,60,1,8.6,3,9,0,60
37.4,60,0,10.7,3,12,0,60
55.9,60,3,3.4,3,8,1,40
112.9,100,0,9.4,1,6,1,100
59.2,30,0,9.1,4,19,1,30
111.9,100,1,8.7,1,19,1,100
101.0,120,0,9.8,0,18,0,120
59.5,60,0,9.5,3,10,0,60
22.0,30,2,5.1,4,7,1,20
55.3,60,1,7.8,3,21,0,60
70.9,100,1,8.3,1,15,0,100
141.3,100,5,4.0,1,9,1,75
88.4,80,1,8.4,2,5,1,80
77.7,30,4,2.7,4,9,1,20
138.1,120,0,9.4,0,9,1,120
40.3,60,1,7.7,3,18,0,60
86.9,100,4,1.9,1,3,1,85
102.8,60,1,8.9,3,18,1,60
27.3,30,2,4.7,4,2,1,20
53.4,80,1,7.8,2,16,0,80
112.5,80,0,10.3,2,13,1,80
35.4,60,1,7.8,3,9,0,60
121.7,80,1,8.9,2,5,1,80
65.7,60,4,2.8,3,15,1,45
52.2,60,0,10.0,3,8,0,60
85.9,100,5,4.3,1,20,1,75
39.3,60,5,3.1,3,11,1,35
75.3,100,0,10.4,1,11,0,100
16.9,30,0,10.4,4,13,0,30
78.0,100,4,1.7,1,1,0,85
66.5,60,5,3.4,3,9,1,35
97.0,100,1,8.8,1,3,0,100
131.3,100,0,9.9,1,5,1,100
106.3,100,1,8.3,1,22,1,100
46.0,60,2,4.1,3,12,0,50
86.1,60,0,9.8,3,22,1,60
26.7,30,2,5.6,4,13,1,20
140.8,100,0,9.8,1,3,1,100
52.0,60,0,10.2,3,9,0,60
56.4,60,1,7.4,3,9,0,60
142.9,100,1,7.8,1,4,1,100
60.8,80,0,10.9,2,3,0,80
93.2,80,1,8.1,2,11,1,80
54.8,80,0,10.8,2,21,0,80
90.1,100,0,10.8,1,13,0,100
45.2,60,0,10.9,3,6,0,60
92.8,100,5,4.8,1,1,1,75
38.8,60,1,7.0,3,13,0,60
22.0,30,1,8.9,4,9,0,30
35.3,60,1,7.3,3,15,0,60
54.8,60,5,3.1,3,2,1,35
105.9,120,0,9.1,0,7,0,120
5.0,30,2,4.7,4,22,0,20
78.0,100,2,5.2,1,16,0,90
42.0,60,2,4.8,3,3,0,50
71.7,30,0,9.1,4,20,1,30
68.6,60,2,5.0,3,18,1,50
32.9,60,0,9.9,3,14,0,60
101.3,80,1,8.5,2,19,1,80
96.1,120,2,4.6,0,9,0,110
43.1,60,0,9.4,3,9,0,60
135.2,120,4,1.5,0,22,1,105
32.3,60,0,9.6,3,23,0,60
119.0,120,4,2.2,0,11,1,105
11.7,30,1,7.9,4,8,0,30
79.3,100,0,9.7,1,14,0,100
91.5,80,0,9.7,2,17,1,80
54.1,60,5,3.7,3,19,1,35
101.2,80,0,10.9,2,0,1,80
97.5,100,0,9.5,1,2,0,100
106.4,80,0,10.6,2,7,1,80
137.5,100,2,5.4,1,6,1,90
54.7,80,1,7.0,2,14,0,80
114.2,80,0,11.0,2,7,1,80
58.1,60,0,10.5,3,14,0,60
130.2,100,0,10.4,1,21,1,100
18.2,30,0,9.8,4,4,0,30
103.1,80,1,8.1,2,11,1,80
78.9,100,2,4.5,1,11,0,90
64.2,80,0,9.1,2,8,0,80
16.5,30,1,8.7,4,20,0,30
135.0,120,1,8.8,0,8,1,120
45.4,60,5,3.3,3,14,1,35
65.9,80,5,4.6,2,14,1,55
85.1,100,3,3.5,1,19,1,80
52.7,60,0,9.4,3,11,0,60
101.8,80,0,9.8,2,4,1,80
74.4,100,0,9.8,1,0,0,100
92.0,60,0,10.5,3,21,1,60
51.2,60,1,8.7,3,18,0,60
52.6,30,3,2.2,4,10,1,20
54.2,60,4,2.1,3,17,1,45
45.5,60,4,2.5,3,5,1,45
50.9,60,1,8.6,3,16,0,60
156.2,120,2,4.3,0,13,1,110
38.9,60,0,10.1,3,11,0,60
45.5,60,0,10.7,3,4,0,60
157.8,120,2,4.6,0,6,1,110
75.3,80,0,9.9,2,15,0,80
136.9,120,1,8.6,0,8,1,120
56.8,60,0,9.2,3,22,0,60
78.1,80,2,5.7,2,14,1,70
75.1,30,3,2.6,4,3,1,20
82.0,100,0,9.0,1,19,0,100
77.5,60,3,2.5,3,22,1,40
134.0,100,0,9.2,1,23,1,100
50.2,60,1,7.2,3,6,0,60
93.3,60,2,5.4,3,13,1,50
48.2,60,2,4.4,3,3,0,50
39.1,60,5,4.9,3,3,1,35
74.1,30,0,10.0,4,23,1,30
99.8,120,2,4.9,0,13,0,110
70.5,100,2,4.9,1,6,0,90
40.7,60,4,2.4,3,14,0,45
63.4,80,0,9.9,2,11,0,80
111.2,100,3,2.3,1,13,1,80
44.5,60,1,8.8,3,12,0,60
75.8,80,0,9.9,2,18,0,80
70.9,80,1,7.1,2,11,0,80
45.9,60,0,10.1,3,15,0,60
60.5,80,1,8.3,2,15,0,80
163.3,120,4,1.6,0,0,1,105
142.9,120,1,8.6,0,14,1,120
28.3,30,2,5.3,4,4,1,20
17.7,30,1,8.3,4,5,0,30
97.7,60,0,9.8,3,20,1,60
70.9,80,0,10.9,2,16,0,80
59.6,30,1,7.5,4,10,1,30
107.6,60,0,10.2,3,3,1,60
51.4,60,0,9.6,3,17,0,60
43.8,60,1,8.5,3,19,0,60
52.9,80,0,9.1,2,13,0,80
58.5,80,0,9.1,2,22,0,80
93.3,100,1,8.6,1,8,0,100
85.3,100,0,9.9,1,2,0,100
76.5,60,4,1.7,3,2,1,45
7.3,30,4,2.2,4,10,0,20
53.2,60,2,5.4,3,19,1,50
73.0,80,0,9.4,2,22,0,80
129.2,120,3,2.4,0,21,1,100
149.4,120,3,3.9,0,4,1,100
94.0,80,3,3.2,2,3,1,60
65.3,80,0,9.8,2,11,0,80
43.0,60,2,5.6,3,23,0,50
99.1,120,4,2.1,0,11,0,105
19.7,30,1,7.5,4,3,0,30
55.2,80,2,4.4,2,2,0,70
107.9,60,1,7.8,3,22,1,60
53.9,80,1,8.7,2,1,0,80
94.7,120,0,9.1,0,3,0,120
53.8,60,2,4.4,3,23,1,50
47.8,60,0,10.8,3,3,0,60
124.5,80,1,7.2,2,6,1,80
54.1,80,0,10.3,2,1,0,80
103.4,120,1,7.4,0,10,0,120
31.5,60,0,10.2,3,4,0,60
71.3,30,2,4.8,4,12,1,20
90.6,120,3,2.2,0,3,0,100
95.1,100,0,10.2,1,8,0,100
9.8,30,0,10.4,4,6,0,30
105.4,100,0,10.4,1,12,1,100
52.8,60,4,2.3,3,9,1,45
72.5,80,1,8.0,2,6,0,80
49.6,60,1,8.0,3,17,0,60
74.5,80,0,10.3,2,17,0,80
82.6,100,2,5.4,1,1,0,90
94.3,120,4,2.3,0,20,0,105
37.8,60,3,3.2,3,0,0,40
83.9,60,2,4.3,3,12,1,50
68.6,60,0,9.4,3,22,1,60
53.7,60,0,9.5,3,1,0,60
79.7,100,0,10.8,1,3,0,100
93.4,120,0,10.5,0,8,0,120
49.0,60,0,10.1,3,7,0,60
68.8,80,0,9.5,2,17,0,80
87.9,100,1,7.2,1,15,0,100
136.3,120,5,4.8,0,3,1,95
101.9,120,2,5.8,0,3,0,110
77.2,100,4,1.2,1,17,0,85
45.3,60,2,5.6,3,1,0,50
66.3,30,0,9.9,4,20,1,30
56.1,30,2,4.6,4,10,1,20
12.1,30,0,10.5,4,19,0,30
71.4,30,2,5.2,4,23,1,20
111.0,80,0,10.6,2,3,1,80
78.1,100,5,3.1,1,23,1,75
103.4,60,0,9.6,3,13,1,60
109.3,100,0,9.6,1,20,1,100
88.8,100,5,3.7,1,16,1,75
112.5,100,0,10.0,1,7,1,100
55.1,80,2,4.6,2,0,0,70
109.7,100,2,4.9,1,18,1,90
85.2,100,4,1.7,1,18,1,85
66.2,80,5,4.5,2,20,1,55
6.5,30,5,4.2,4,6,1,20
84.5,60,0,10.3,3,0,1,60
48.9,30,3,2.4,4,0,1,20
124.2,100,2,4.7,1,9,1,90
80.2,100,2,4.0,1,12,0,90
35.5,60,0,9.2,3,21,0,60
69.4,80,2,4.5,2,4,0,70
66.6,60,5,3.1,3,11,1,35
109.3,60,4,2.2,3,2,1,45
47.9,60,1,9.0,3,18,0,60
7.9,30,0,9.2,4,3,0,30
69.2,80,1,8.6,2,14,0,80
114.4,100,3,2.2,1,12,1,80
47.6,60,2,5.3,3,10,0,50
102.8,120,1,8.3,0,1,0,120
90.4,100,0,10.8,1,8,0,100
76.3,100,1,7.2,1,11,0,100
89.1,80,1,7.6,2,3,1,80
116.5,120,4,1.2,0,18,1,105
97.6,120,2,4.8,0,9,0,110
98.6,60,0,10.8,3,10,1,60
51.8,60,1,8.6,3,6,0,60
35.0,60,0,10.4,3,12,0,60
33.9,60,5,4.1,3,8,0,35
158.2,120,1,8.8,0,11,1,120
117.9,100,1,7.9,1,1,1,100
111.8,120,1,7.3,0,21,0,120
104.8,60,2,5.7,3,20,1,50
58.9,60,2,4.6,3,0,1,50
93.9,100,2,4.1,1,6,1,90
86.1,100,0,9.3,1,0,0,100
11.2,30,0,10.2,4,15,0,30
70.7,60,0,10.2,3,3,1,60
31.0,60,2,4.5,3,7,0,50
73.3,100,0,10.5,1,16,0,100
148.1,100,1,8.5,1,20,1,100
50.2,60,4,2.8,3,18,1,45
37.6,60,4,2.2,3,3,0,45
38.0,60,1,8.6,3,3,0,60
31.5,60,1,8.5,3,7,0,60
110.0,60,0,9.5,3,9,1,60
46.8,60,2,4.6,3,15,0,50
125.4,100,3,3.0,1,18,1,80
61.9,80,0,9.0,2,0,0,80
53.3,30,1,7.6,4,4,1,30
75.9,100,4,1.9,1,1,0,85
109.5,80,4,1.2,2,15,1,65
59.0,60,0,9.3,3,12,0,60
67.3,30,1,7.9,4,5,1,30
78.6,80,0,10.5,2,3,0,80
62.6,80,0,10.7,2,6,0,80
46.6,60,4,2.1,3,1,1,45
46.2,60,3,2.9,3,22,1,40
45.3,60,3,2.8,3,9,1,40
55.8,80,0,9.4,2,13,0,80
74.5,100,4,1.3,1,7,0,85
67.8,60,1,8.6,3,2,1,60
28.7,30,0,9.9,4,2,0,30
58.7,30,1,8.6,4,1,1,30
93.1,120,0,10.4,0,16,0,120
51.0,80,3,2.4,2,18,0,60
64.2,80,1,8.0,2,9,0,80
54.3,30,0,9.9,4,11,1,30
51.5,60,0,9.8,3,22,0,60
50.5,80,0,10.1,2,10,0,80
129.6,120,0,11.0,0,8,1,120
59.3,60,1,8.6,3,12,0,60
109.9,120,4,2.8,0,5,1,105
56.4,60,0,9.1,3,13,0,60
65.8,60,0,9.3,3,21,1,60
106.7,80,1,7.2,2,10,1,80
112.0,80,3,2.5,2,4,1,60
68.5,30,0,9.9,4,1,1,30
88.4,100,0,10.3,1,6,0,100
85.3,100,1,8.0,1,16,0,100
5.0,30,0,10.8,4,5,0,30
53.6,60,0,10.9,3,13,0,60
41.5,60,2,4.3,3,3,0,50
115.8,100,2,5.7,1,2,1,90
95.8,120,1,8.0,0,10,0,120
101.8,120,2,4.9,0,0,0,110
78.1,100,2,5.6,1,13,0,90
35.5,60,0,9.2,3,5,0,60
116.9,100,1,8.8,1,22,1,100
31.5,60,0,10.3,3,16,0,60
93.6,100,0,10.8,1,16,0,100
63.9,80,2,6.0,2,22,0,70
55.2,30,4,2.0,4,10,1,20
92.8,100,5,3.2,1,21,1,75
65.2,80,2,4.3,2,6,0,70
82.0,100,0,9.6,1,12,0,100
104.0,120,0,9.2,0,7,0,120
72.8,80,3,3.6,2,7,1,60
68.6,80,1,7.6,2,8,0,80
51.0,60,2,6.0,3,6,1,50
41.4,60,3,3.4,3,21,1,40
77.1,80,2,4.3,2,8,1,70
94.2,120,4,2.0,0,10,0,105
68.8,60,0,9.9,3,1,1,60
126.4,120,2,5.0,0,17,1,110
38.2,60,4,2.1,3,21,0,45
106.3,60,0,9.1,3,2,1,60
121.8,100,2,5.4,1,17,1,90
57.7,60,0,10.0,3,15,0,60
39.6,30,5,4.6,4,7,1,20
58.6,60,0,10.6,3,22,0,60
138.0,100,1,7.5,1,7,1,100
45.1,60,0,9.1,3,5,0,60
45.6,30,2,5.4,4,1,1,20
126.8,100,0,11.0,1,15,1,100
46.3,60,0,9.9,3,20,0,60
117.0,120,1,7.5,0,8,0,120
108.0,120,4,1.3,0,18,1,105
95.7,60,0,9.6,3,20,1,60
75.4,60,0,9.7,3,14,1,60
33.3,60,3,2.8,3,23,0,40
20.5,30,1,8.3,4,1,0,30
116.2,120,4,1.5,0,14,1,105
108.1,100,0,9.1,1,21,1,100
5.0,30,2,4.7,4,10,0,20
74.3,100,0,10.7,1,19,0,100
94.3,60,0,10.0,3,11,1,60
56.5,80,2,5.9,2,14,0,70
164.7,120,1,8.0,0,15,1,120
96.3,100,3,2.6,1,5,1,80
90.3,80,0,9.4,2,2,1,80
29.9,30,1,8.4,4,5,0,30
30.0,60,1,8.1,3,22,0,60
42.4,60,5,4.2,3,2,1,35
61.9,80,0,10.5,2,20,0,80
73.4,100,0,10.5,1,12,0,100
114.5,120,1,7.1,0,11,0,120
56.5,80,1,8.6,2,7,0,80
101.1,120,0,10.1,0,1,0,120
94.8,100,4,1.8,1,6,1,85
64.0,80,0,10.1,2,16,0,80
56.0,80,4,2.2,2,6,0,65
140.9,120,0,9.3,0,0,1,120
71.9,60,2,4.8,3,3,1,50
128.5,80,4,1.7,2,14,1,65
105.5,120,0,9.7,0,3,0,120
5.0,30,5,3.2,4,11,0,20
98.0,120,1,7.3,0,15,0,120
15.5,30,5,3.3,4,20,1,20
101.1,120,2,4.7,0,17,0,110
25.8,30,0,10.8,4,13,0,30
117.9,120,0,9.4,0,13,0,120
32.7,60,0,9.8,3,10,0,60
59.8,80,0,9.6,2,15,0,80
30.1,60,0,10.6,3,14,0,60
55.6,80,0,9.1,2,21,0,80
141.7,120,1,7.4,0,5,1,120
38.9,60,3,2.4,3,23,0,40
140.7,120,0,11.0,0,12,1,120
75.2,30,0,10.1,4,16,1,30
106.9,120,2,4.3,0,3,0,110
52.0,80,0,9.5,2,11,0,80
77.9,60,0,9.3,3,17,1,60
58.8,80,0,9.2,2,7,0,80
95.1,100,4,2.6,1,11,1,85
81.4,60,3,3.0,3,3,1,40
33.4,60,1,8.3,3,7,0,60
67.1,30,2,4.7,4,1,1,20
76.4,80,1,8.1,2,3,0,80
73.9,80,2,4.5,2,11,1,70
76.2,80,2,4.6,2,20,1,70
88.0,100,2,5.3,1,21,0,90
44.3,60,0,9.3,3,9,0,60
73.1,100,0,10.2,1,14,0,100
111.8,80,1,8.7,2,8,1,80
70.5,80,4,1.2,2,8,1,65
58.8,60,1,8.8,3,6,0,60
21.9,30,4,1.2,4,1,1,20
49.3,60,5,3.7,3,6,1,35
108.8,80,0,10.2,2,8,1,80
49.4,60,2,5.1,3,17,0,50
50.2,60,2,4.2,3,22,1,50
116.5,120,5,4.6,0,11,1,95
158.2,120,5,4.9,0,6,1,95
108.2,120,2,4.4,0,18,0,110
50.4,80,0,10.8,2,21,0,80
78.5,60,3,3.1,3,23,1,40
79.0,100,0,10.9,1,15,0,100
62.1,80,3,2.4,2,7,1,60
25.6,30,4,2.6,4,18,1,20
59.7,60,1,7.1,3,5,0,60
53.5,60,2,5.8,3,1,1,50
119.4,100,1,8.3,1,1,1,100
105.1,120,1,7.7,0,7,0,120
102.0,120,0,9.4,0,9,0,120
148.2,120,3,3.6,0,20,1,100
113.0,100,5,4.2,1,20,1,75
46.0,60,5,3.7,3,10,1,35
93.8,120,0,9.9,0,19,0,120
160.5,120,4,2.7,0,19,1,105
75.3,100,2,4.7,1,23,0,90
108.3,60,0,9.2,3,2,1,60
100.0,60,0,10.8,3,15,1,60
106.6,60,0,9.8,3,2,1,60
79.9,100,4,1.7,1,7,0,85
71.5,80,2,4.4,2,18,1,70
110.6,120,2,5.8,0,11,1,110
128.0,100,0,9.4,1,17,1,100
27.7,30,2,5.3,4,12,1,20
17.4,30,0,10.8,4,10,0,30
33.4,60,1,7.1,3,12,0,60
5.0,30,2,5.7,4,20,0,20
42.7,60,0,9.8,3,2,0,60
91.3,120,3,3.3,0,5,0,100
58.5,30,0,9.7,4,22,1,30
155.8,120,2,5.4,0,2,1,110
33.5,60,1,7.5,3,0,0,60
86.4,100,1,7.0,1,13,0,100
90.6,80,0,10.9,2,22,1,80
35.0,60,0,9.0,3,19,0,60
53.6,80,4,2.6,2,6,0,65
93.8,100,0,9.3,1,8,0,100
125.6,100,3,2.8,1,0,1,80
113.4,100,5,4.6,1,9,1,75
36.0,30,0,9.4,4,12,1,30
48.1,60,0,10.7,3,11,0,60
91.0,80,2,5.0,2,3,1,70
81.9,100,5,3.7,1,6,1,75
52.4,60,4,2.3,3,9,1,45
138.1,100,1,7.7,1,21,1,100
126.8,100,3,2.7,1,6,1,80
78.9,80,0,10.5,2,14,0,80
39.4,30,5,3.6,4,18,1,20
132.8,120,5,3.4,0,6,1,95
158.6,120,0,10.6,0,13,1,120
88.3,80,0,10.6,2,20,1,80
84.4,100,0,10.0,1,13,0,100
44.5,60,0,10.1,3,17,0,60
62.7,80,3,3.4,2,9,1,60
77.5,80,1,8.0,2,2,0,80
112.8,120,0,9.8,0,5,0,120
108.6,120,0,11.0,0,21,0,120
46.4,60,5,3.3,3,22,1,35
11.6,30,2,5.2,4,21,0,20
93.0,100,1,8.8,1,8,0,100
126.5,120,0,10.4,0,13,1,120
140.1,120,5,4.8,0,20,1,95
44.2,60,3,2.7,3,20,1,40
39.8,60,0,9.5,3,23,0,60
63.3,80,0,10.7,2,7,0,80
51.0,60,0,9.8,3,0,0,60
37.3,60,0,10.4,3,2,0,60
56.6,30,1,7.3,4,21,1,30
116.6,120,4,2.5,0,5,1,105
129.1,100,1,8.1,1,0,1,100
111.3,120,4,1.5,0,17,1,105
8.0,30,1,8.0,4,9,0,30
31.8,60,2,5.4,3,22,0,50
76.7,60,2,4.0,3,16,1,50
149.4,120,0,10.3,0,20,1,120
138.4,100,1,8.1,1,0,1,100
93.8,100,2,4.4,1,21,1,90
41.0,60,0,10.5,3,22,0,60
138.1,100,1,7.6,1,7,1,100
156.1,120,1,7.6,0,11,1,120
31.5,60,5,3.9,3,18,0,35
107.8,100,1,8.4,1,13,1,100
56.3,80,3,3.9,2,18,0,60
97.7,120,1,7.3,0,16,0,120
41.6,60,3,2.8,3,15,1,40
59.0,60,1,7.1,3,18,0,60
12.5,30,4,2.5,4,4,0,20
51.9,80,1,7.9,2,21,0,80
70.5,30,2,5.4,4,18,1,20
22.0,30,2,4.6,4,3,1,20
42.4,60,1,8.7,3,4,0,60
5.3,30,0,10.1,4,4,0,30
91.5,100,0,10.9,1,23,0,100
78.5,80,0,9.2,2,0,0,80
117.9,120,4,2.0,0,17,1,105
107.8,60,0,10.5,3,14,1,60
37.3,60,0,10.2,3,20,0,60
91.0,60,2,4.0,3,18,1,50
98.0,120,0,10.9,0,22,0,120
97.7,80,1,7.6,2,13,1,80
94.9,100,0,9.5,1,5,0,100
50.5,60,5,4.0,3,17,1,35
115.1,100,4,2.1,1,7,1,85
5.0,30,4,2.5,4,4,0,20
81.4,100,1,7.8,1,21,0,100
91.6,100,3,2.9,1,7,1,80
58.7,30,0,10.1,4,5,1,30
69.5,80,0,9.8,2,9,0,80
91.2,120,0,10.8,0,2,0,120
92.4,80,1,8.7,2,12,1,80
117.9,120,1,7.9,0,6,0,120
11.3,30,1,7.0,4,3,0,30
65.0,60,0,10.8,3,12,1,60
96.5,100,1,7.2,1,5,0,100
45.6,60,2,4.5,3,15,0,50
132.6,120,1,7.3,0,21,1,120
